日期,代號,證券商,買進股數,賣出股數,買賣超股數,買進金額,賣出金額,買賣超金額,買進均價,賣出均價,買進比重,賣出比重,成交筆數,總成交金額,總成交股數,開盤價,最高價,最低價,收盤價
2016-07-01,8150.0,102A,0.0,7000.0,-7000.0,0.0,240850.0,-240850.0,0.0,34.41,0.0,1.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,1040,0.0,10000.0,-10000.0,0.0,344750.0,-344750.0,0.0,34.48,0.0,1.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,1042,0.0,16000.0,-16000.0,0.0,551800.0,-551800.0,0.0,34.49,0.0,2.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,1045,0.0,25000.0,-25000.0,0.0,865000.0,-865000.0,0.0,34.6,0.0,3.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,104A,0.0,6000.0,-6000.0,0.0,207300.0,-207300.0,0.0,34.55,0.0,1.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,1113,0.0,1000.0,-1000.0,0.0,34600.0,-34600.0,0.0,34.6,0.0,0.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,1160,0.0,69000.0,-69000.0,0.0,2377750.0,-2377750.0,0.0,34.46,0.0,7.000000000000001,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,116C,0.0,6000.0,-6000.0,0.0,206400.0,-206400.0,0.0,34.4,0.0,1.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,116E,0.0,41000.0,-41000.0,0.0,1412450.0,-1412450.0,0.0,34.45,0.0,4.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,116H,0.0,30000.0,-30000.0,0.0,1032050.0,-1032050.0,0.0,34.4,0.0,3.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,116L,0.0,1000.0,-1000.0,0.0,34500.0,-34500.0,0.0,34.5,0.0,0.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,1260,0.0,70000.0,-70000.0,0.0,2413400.0,-2413400.0,0.0,34.48,0.0,7.000000000000001,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,126L,0.0,933.0,-933.0,0.0,32095.199999999997,-32095.199999999997,0.0,34.4,0.0,0.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,126U,0.0,1000.0,-1000.0,0.0,34450.0,-34450.0,0.0,34.45,0.0,0.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,1440,24000.0,0.0,24000.0,829000.0,0.0,829000.0,34.54,0.0,3.0,0.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,1470,9000.0,0.0,9000.0,310650.0,0.0,310650.0,34.52,0.0,1.0,0.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,1480,370000.0,0.0,370000.0,12767050.0,0.0,12767050.0,34.51,0.0,39.0,0.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,1530,36000.0,1000.0,35000.0,1241400.0,34600.0,1206800.0,34.48,34.6,4.0,0.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,1650,18000.0,5000.0,13000.0,620600.0,172450.0,448150.0,34.48,34.49,2.0,1.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,2180,5000.0,0.0,5000.0,172750.0,0.0,172750.0,34.55,0.0,1.0,0.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,5050,0.0,6000.0,-6000.0,0.0,207450.0,-207450.0,0.0,34.58,0.0,1.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
2016-07-01,8150.0,5262,0.0,21000.0,-21000.0,0.0,725549.9999999999,-725549.9999999999,0.0,34.55,0.0,2.0,490.0,32586228.0,944248.0,34.45,34.65,34.3,34.6
