序,日期,代號,成交筆數,總成交金額,總成交股數,開盤價,最高價,最低價,收盤價,證券商,成交單價,買進股數,賣出股數
16,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1035,24.3,0,3000
17,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1037,24.3,2000,0
18,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1039,24.3,1000,0
19,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,103F,24.3,3000,0
20,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1040,24.25,1000,0
21,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1040,24.35,0,3000
22,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1040,24.45,1000,0
23,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1041,24.25,3000,0
24,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1041,24.3,4000,0
25,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1042,24.25,5000,0
26,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1042,24.3,3100,0
27,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1042,24.45,2000,0
28,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1043,24.3,1000,0
29,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1043,24.45,1000,0
30,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,104A,24.25,3000,0
31,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,104C,24.3,3000,0
32,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,104C,24.35,3000,0
33,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,104D,24.25,4000,0
34,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,104D,24.3,9000,0
35,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1095,24.3,1000,0
36,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,109A,24.3,4000,0
37,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,109K,24.3,3000,0
38,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1114,24.3,1000,0
39,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1115,24.3,1000,0
40,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1118,24.3,1000,0
41,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,111E,24.25,1000,0
42,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,111G,24.3,1800,0
43,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1160,24.3,0,600
44,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1160,24.35,0,1000
45,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1161,24.25,0,1000
46,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1161,24.3,13000,0
47,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1165,24.25,0,4000
48,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1165,24.3,0,7509
49,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1168,24.3,1000,0
50,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116A,24.4,0,10000
51,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116b,24.3,1000,0
52,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116F,24.3,5000,0
53,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116H,24.3,0,36000
54,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116i,24.3,6000,0
55,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116i,24.4,0,10000
56,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116i,24.45,1000,0
57,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116I,24.3,1000,0
58,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116j,24.25,1000,0
59,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116j,24.3,2000,0
60,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116J,24.3,1000,0
61,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116k,24.25,1000,0
62,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116K,24.3,1000,0
63,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116L,24.35,1000,0
64,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116m,24.3,0,600
65,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116M,24.3,2000,0
66,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116M,24.35,1000,0
67,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116r,24.3,1000,0
68,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116s,24.25,1000,0
69,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116s,24.35,1000,0
70,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116S,24.25,1000,1000
71,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,116V,24.35,2000,0
72,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1230,24.3,500,0
73,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1233,24.3,1000,0
74,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1261,24.3,0,1050
75,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1261,24.4,0,26000
76,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1262,24.3,1000,0
77,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1360,24.25,0,185000
78,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1360,24.3,0,127000
79,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1360,24.35,0,4000
80,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1440,24.25,28000,63000
81,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1440,24.3,139000,176000
82,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1440,24.35,29000,78000
83,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1440,24.4,0,14000
84,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1440,24.45,0,1000
85,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1470,24.25,193000,345000
86,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1470,24.3,63000,277000
87,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1470,24.35,68000,214000
88,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1470,24.4,48000,21000
89,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1470,24.45,3000,1000
90,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1470,24.5,0,1000
91,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1480,24.25,0,73000
92,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1480,24.3,0,210000
93,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1480,24.35,0,194000
94,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1480,24.4,0,30000
95,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1480,24.45,0,9000
96,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1520,24.25,146000,52000
97,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1520,24.3,13000,219000
98,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1520,24.35,11000,144000
99,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1520,24.4,1000,36000
100,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1520,24.45,1000,17000
101,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1530,24.25,4000,25000
102,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1530,24.3,7000,83000
103,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1530,24.35,0,50000
104,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1530,24.4,0,6000
105,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1530,24.45,0,3000
106,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1570,24.3,24000,0
107,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1570,24.35,16000,0
108,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1590,24.25,31000,0
109,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1590,24.3,792,0
110,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1650,24.25,135000,324000
111,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1650,24.3,18987,45000
112,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1650,24.35,22000,6000
113,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1650,24.4,4000,2000
114,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,1650,24.45,0,2000
115,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,2180,24.3,2000,0
116,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,2180,24.35,4000,0
117,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,2180,24.4,2000,0
118,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,2185,24.25,2000,0
119,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,2185,24.3,1000,0
120,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,2185,24.35,1000,0
121,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,2186,24.3,1000,0
122,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,2188,24.3,300,0
123,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5260,24.35,0,22000
124,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5265,24.4,20000,0
125,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,526K,24.35,1000,0
126,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5320,24.3,2000,0
127,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5323,24.3,10000,0
128,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5383,24.3,20000,0
129,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5384,24.3,20000,0
130,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5385,24.3,200,0
131,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5389,24.35,8000,0
132,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,538B,24.3,1000,0
133,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,538C,24.3,1000,0
134,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,538E,24.25,1000,0
135,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,538E,24.3,1000,0
136,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,538E,24.35,1000,0
137,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,538F,24.25,0,2000
138,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,538I,24.25,1000,0
139,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,538V,24.25,3000,6000
140,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,538V,24.3,2000,0
141,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,538V,24.35,4000,0
142,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,538Y,24.3,1000,0
143,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5600,24.3,1000,0
144,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5603,24.3,2000,0
145,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5850,24.25,0,2000
146,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5850,24.3,100,0
147,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5850,24.35,0,1000
148,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5853,24.35,2000,0
149,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5856,24.25,0,8000
150,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5856,24.35,10000,0
151,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5857,24.3,3000,0
152,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5857,24.35,5000,0
153,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5858,24.3,23000,3000
154,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585b,24.35,0,5000
155,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585B,24.35,1000,0
156,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585c,24.3,1000,0
157,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585c,24.35,0,1000
158,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585d,24.3,0,2430
159,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585D,24.25,1000,0
160,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585E,24.25,1000,0
161,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585E,24.3,1000,0
162,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585F,24.45,1000,0
163,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585H,24.25,9000,0
164,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585H,24.3,9000,0
165,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585H,24.35,6000,0
166,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585H,24.4,4000,0
167,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585J,24.25,0,4000
168,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585N,24.3,1000,0
169,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585Q,24.45,0,2000
170,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585R,24.25,1000,0
171,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585R,24.3,2000,0
172,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,585U,24.3,10000,0
173,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5870,24.25,2000,0
174,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5870,24.3,2000,30
175,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5920,24.25,10000,0
176,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5920,24.3,10000,0
177,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5923,24.3,40,0
178,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5926,24.25,1000,0
179,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5927,24.3,1000,0
180,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5927,24.35,10000,0
181,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5928,24.3,123,0
182,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592a,24.3,0,3000
183,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592a,24.35,1000,0
184,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592c,24.35,1000,0
185,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592D,24.3,1000,0
186,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592e,24.25,1000,0
187,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592e,24.3,1000,0
188,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592E,24.3,0,50000
189,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592G,24.3,1122,0
190,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592i,24.35,1000,0
191,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592I,24.3,1000,0
192,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592L,24.3,2000,0
193,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592m,24.3,1000,0
194,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592n,24.3,10000,0
195,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592N,24.3,1000,0
196,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592o,24.3,1000,0
197,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592Q,24.3,1,0
198,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592u,24.3,1000,0
199,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592U,24.45,7000,0
200,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592v,24.3,10500,0
201,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592v,24.35,5000,0
202,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592W,24.3,1000,0
203,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592W,24.45,1000,0
204,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592X,24.3,1000,0
205,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592y,24.25,1000,0
206,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592z,24.25,3000,0
207,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,592Z,24.3,5000,0
208,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,5962,24.3,2000,0
209,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6012,24.3,65,0
210,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6012,24.4,1000,0
211,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6115,24.25,2000,0
212,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6115,24.3,2000,0
213,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6162,24.3,0,845
214,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6163,24.3,2000,0
215,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6163,24.35,2000,0
216,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6164,24.3,2000,0
217,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6166,24.3,1000,0
218,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6167,24.35,1000,0
219,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6167,24.45,2000,0
220,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6169,24.3,1000,0
221,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,616K,24.3,4000,0
222,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,616K,24.35,1000,0
223,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,616K,24.45,1000,0
224,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6210,24.35,1000,0
225,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6210,24.4,1000,0
226,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6385,24.3,1000,0
227,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6450,24.3,0,4000
228,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6464,24.3,577,0
229,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6465,24.3,0,10000
230,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6465,24.35,10000,0
231,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6530,24.3,1000,0
232,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6531,24.3,0,1160
233,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6531,24.35,0,4000
234,2016-05-18,1102.0,2325.0,109441481.0,4502790.0,24.45,24.5,24.25,24.25,6538,24.25,2000,1000
