序,日期,代號,成交筆數,總成交金額,總成交股數,開盤價,最高價,最低價,收盤價,證券商,成交單價,買進股數,賣出股數
32,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,9200,20.0,0,2000
33,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,9200,20.05,0,6000
34,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,9200,20.1,0,27000
35,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,9600,20.1,0,5000
36,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,9621,20.05,10000,0
37,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,980l,20.1,15000,0
38,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,980l,20.15,5000,0
39,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,981E,20.1,0,8000
40,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,981E,20.15,0,2000
41,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,981Z,20.1,0,3000
42,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,983N,20.05,0,9000
43,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,9856,20.1,5000,0
44,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,9872,20.05,8000,0
45,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,9872,20.1,12000,0
46,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,9874,20.1,50000,0
47,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,9899,20.05,0,19
48,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,989B,20.05,0,5000
49,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,989D,20.05,0,2000
50,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,989G,20.1,1000,0
51,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,989P,20.1,0,4000
52,2016-05-18,1104.0,68.0,3534894.0,175950.0,20.15,20.15,20.0,20.1,9A68,20.05,3000,0
